danceability,energy,key,loudness,mode,tempo,time_signature,track_id,genre
0.0,0.0,1,-11.197,0,92.198,4,TRAAAAW128F429D538,Rap
0.0,0.0,8,-9.689,1,100.07,1,TRAAADZ128F9348C2E,Latin
0.0,0.0,0,-9.013,1,119.293,4,TRAAAEF128F4273421,Rock
0.0,0.0,4,-13.496,1,86.643,4,TRAAARJ128F9320760,Rock
0.0,0.0,9,-6.632,1,130.04,4,TRAABDL12903CAABBA,Latin
0.0,0.0,7,-8.576,1,119.826,4,TRAABLR128F423B7E3,Rock
0.0,0.0,7,-5.271,1,150.062,4,TRAABVM128F92CA9DC,Rock
0.0,0.0,7,-4.264,1,166.862,4,TRAACER128F4290F96,Metal
0.0,0.0,6,-11.939,1,110.189,3,TRAACPE128F421C1B9,RnB
0.0,0.0,4,-15.335,0,138.007,4,TRAACQT128F9331780,Rock
0.0,0.0,4,-9.983,1,160.839,1,TRAACTB12903CAAF15,Country
0.0,0.0,2,-2.022,1,115.887,4,TRAADLH12903CA70EE,Rock
0.0,0.0,9,-10.358,0,139.333,1,TRAADLN128F14832E9,Rock
0.0,0.0,2,-6.944,1,89.984,4,TRAADMH128F9343E59,Blues
0.0,0.0,1,-7.805,1,116.721,4,TRAADNA128F9331246,Blues
0.0,0.0,7,-12.009,1,86.091,5,TRAADYB128F92D7E73,Jazz
0.0,0.0,0,-8.541,0,102.538,4,TRAAELO128F9302DD1,Electronic
0.0,0.0,0,-6.629,1,84.164,4,TRAAEMJ128F425A917,Pop
0.0,0.0,7,-13.33,1,124.175,4,TRAAENC128F1451DE9,Rock
0.0,0.0,0,-5.907,1,116.823,4,TRAAEWG128F930B3A4,Rock
0.0,0.0,4,-7.787,0,152.622,4,TRAAFJW128F428A424,Punk
0.0,0.0,1,-6.305,1,125.013,4,TRAAFRU128F9339158,World
0.0,0.0,8,-4.865,1,140.995,1,TRAAFYL128E07856A7,Rock
0.0,0.0,0,-12.951,0,63.017,4,TRAAGEC128E079252C,Electronic
0.0,0.0,9,-9.091,1,129.122,1,TRAAGJV128F1464090,Pop
0.0,0.0,3,-11.98,1,91.487,4,TRAAGPF12903CE027E,Country
0.0,0.0,9,-11.215,0,84.69,5,TRAAGPH128F4273C8D,Pop
0.0,0.0,2,-8.165,1,115.606,4,TRAAGPJ128F428CD1B,Rock
0.0,0.0,1,-10.296,0,85.008,5,TRAAHEG128E07861C3,Rap
0.0,0.0,5,-15.761,0,168.307,4,TRAAHVY128F92E25D6,Jazz
0.0,0.0,7,-13.627,1,100.194,3,TRAAIAE128F42AC53D,Country
0.0,0.0,2,-11.479,1,151.911,4,TRAAIAN12903CFF16D,Reggae
0.0,0.0,8,-7.103,1,116.473,4,TRAAIHL128F92E6DDA,RnB
0.0,0.0,4,-5.931,0,110.745,4,TRAAIYR12903CD290D,Rock
0.0,0.0,9,-4.953,1,133.306,4,TRAAJJG128F4284B27,Rock
0.0,0.0,10,-8.095,0,61.971,1,TRAAJYX128F4255568,Reggae
0.0,0.0,6,-7.982,0,124.04,5,TRAAKAS128F4246013,Rock
0.0,0.0,7,-5.699,1,152.127,4,TRAAKDF128F92FA302,Rock
0.0,0.0,10,-5.152,0,100.023,4,TRAAKDG128F42A0ECB,Pop
0.0,0.0,11,-3.818,0,175.421,1,TRAAKTK128F9343DCC,Rock
0.0,0.0,7,-11.965,0,114.027,3,TRAALZC128F92E11A6,Country
0.0,0.0,4,-8.403,0,105.994,3,TRAAMES128F42AF068,Rock
0.0,0.0,7,-6.998,0,181.115,4,TRAAMJY128F92F5919,Rap
0.0,0.0,2,-12.772,1,148.357,4,TRAAMKI128F428537A,Country
0.0,0.0,6,-28.347,0,89.495,4,TRAAMPA128F92E7D0D,Punk
0.0,0.0,5,-2.869,0,102.259,3,TRAAMSO128EF348DCC,Rock
0.0,0.0,2,-6.2,0,193.693,4,TRAANLO128F422AE37,Metal
0.0,0.0,4,-4.172,0,75.031,4,TRAAOIN128F9303790,Rock
0.0,0.0,7,-10.756,1,150.837,4,TRAAOJI128F1458DCD,Rock
0.0,0.0,0,-9.628,1,124.086,4,TRAAPPQ128F14961F5,Rock
0.0,0.0,9,-3.736,1,145.518,4,TRAAPSQ12903CAE86A,Punk
0.0,0.0,0,-6.947,1,90.648,3,TRAAPWD128F931ACD4,Electronic
0.0,0.0,5,-15.736,1,89.86,1,TRAAQBF12903CF796B,Rock
0.0,0.0,9,-5.871,1,156.097,4,TRAAQCK128F92E8C33,Pop
0.0,0.0,10,-9.716,0,101.03,4,TRAAQFC128F425ED83,Jazz
0.0,0.0,6,-6.258,1,155.038,4,TRAAQIH128F428BDEA,Rap
0.0,0.0,7,-9.258,1,121.983,3,TRAAQUF12903CDF4A4,Country
0.0,0.0,4,-6.546,1,151.953,4,TRAARHS128F931689D,Rock
0.0,0.0,9,-4.178,1,124.237,4,TRAASIG128F92C3A6B,Rock
0.0,0.0,9,-2.069,1,140.63,1,TRAASKQ128F4265E04,Rock
0.0,0.0,7,-4.376,1,124.009,4,TRAASZE128F93499AE,Pop
0.0,0.0,2,-1.843,1,106.698,1,TRAATGM12903C9CD7C,Rock
0.0,0.0,2,-3.937,1,89.78,4,TRAATIU128F4291A84,Metal
0.0,0.0,1,-9.334,1,120.097,4,TRAATPA128F146753C,Rock
0.0,0.0,8,-6.021,1,88.835,4,TRAATWQ12903CC5BA8,Rap
0.0,0.0,10,-7.255,0,108.264,4,TRAAUEO128E0780CB9,Rock
0.0,0.0,10,-4.779,1,241.877,4,TRAAUIH128F4254C9D,Reggae
0.0,0.0,7,-11.356,1,91.328,4,TRAAUKK128F933A680,Rock
0.0,0.0,10,-10.173,0,102.055,1,TRAAUSW128F426646E,Reggae
0.0,0.0,1,-12.75,1,119.67,4,TRAAVAH128F4284D7C,Rap
0.0,0.0,9,-9.668,1,165.668,3,TRAAVGB12903CFAA99,Country
0.0,0.0,3,-4.144,1,143.97,4,TRAAVIT128F92E657C,Metal
0.0,0.0,3,-15.54,1,162.682,4,TRAAWUH128F427F12C,Rock
0.0,0.0,11,-14.621,0,106.219,1,TRAAWUM128F426009A,Jazz
0.0,0.0,9,-12.77,1,98.49,1,TRAAXUY128F426BA55,Rock
0.0,0.0,11,-8.489,0,93.106,4,TRAAYTI128F933663B,Jazz
0.0,0.0,6,-5.947,0,80.149,4,TRAAZBD128F427A97D,Rap
0.0,0.0,7,-11.488,1,107.197,3,TRAAZGC12903CB5DFB,Blues
0.0,0.0,7,-7.928,1,196.034,4,TRAAZIE128F427961E,Pop
0.0,0.0,2,-14.544,1,95.981,4,TRAAZPJ128F4292DB5,New
0.0,0.0,0,-7.605,0,75.955,5,TRAAZQF128F4285BC3,Jazz
0.0,0.0,4,-8.422,0,106.689,1,TRABACN128F425B784,Rap
0.0,0.0,0,-5.12,1,112.787,4,TRABAFJ128F42AF24E,Pop
0.0,0.0,4,-5.134,0,174.993,4,TRABBNP128F932546F,Electronic
0.0,0.0,7,-16.113,1,159.233,1,TRABCEC128F426456E,Jazz
0.0,0.0,11,-22.752,1,186.882,3,TRABCTK128F934B224,Rock
0.0,0.0,1,-4.169,1,113.995,4,TRABCUQ128E0783E2B,Pop
0.0,0.0,4,-6.977,1,90.199,1,TRABCXB128F4286BD3,Rock
0.0,0.0,6,-7.626,1,100.032,4,TRABDSK128F42443F1,Rock
0.0,0.0,1,-6.318,1,185.88,4,TRABDTV128E0791839,Rap
0.0,0.0,0,-12.811,1,94.031,5,TRABDVD128F4292CDF,New
0.0,0.0,0,-3.159,1,136.948,4,TRABEMC128F148EF2D,Rock
